arm,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std,macro_ovr_auc_mean,macro_ovr_auc_std,macro_f1_window_ci_low,macro_f1_window_ci_high,macro_f1_date_ci_low,macro_f1_date_ci_high,balanced_accuracy_window_ci_low,balanced_accuracy_window_ci_high,balanced_accuracy_date_ci_low,balanced_accuracy_date_ci_high,accuracy_window_ci_low,accuracy_window_ci_high,accuracy_date_ci_low,accuracy_date_ci_high
majority,0.16025372710302102,0.026939941446147583,0.33333333333333326,5.551115123125783e-17,0.3200000000000001,0.06679154969837958,,,,,,,,,,,,,,
random,0.32890287185568917,0.018358351937807816,0.3343419082556952,0.01745525078193063,0.33388888888888885,0.017295542849796185,,,,,,,,,,,,,,
logreg_price,0.3550477651887895,0.027887826552441188,0.3789236172909538,0.020027728097546358,0.42199999999999993,0.05108163401197472,0.5603218031621948,0.013374194741124265,,,,,,,,,,,,
logreg_price_sentiment,0.36267209709832077,0.03162858619841317,0.3811712044517033,0.025311642525705672,0.4223333333333333,0.03944898252454963,0.5565963448630142,0.015509799946748094,,,,,,,,,,,,
lstm_price,0.37971969824478435,0.028672430923621536,0.3915234951383306,0.019887239741801458,0.42999999999999994,0.045419852079932654,0.5720999694525761,0.02199766529199507,,,,,,,,,,,,
lstm_price_sentiment,0.3825051478978399,0.03073998017460384,0.39212016325515486,0.022033959690819473,0.4282222222222222,0.04084055113834718,0.5668330468084224,0.01626924199343432,,,,,,,,,,,,
DELTA logreg_price_sentiment__minus__logreg_price,0.007624331909531268,,0.0022475871607494425,,0.000333333333333341,,,,-0.0008613912252227185,0.01717277644377104,-0.00519399986004872,0.019019200304611353,-0.007045526206421571,0.012460836578610102,-0.008262033553953902,0.012929715184734734,-0.014000000000000023,0.013000000000000012,-0.009999999999999898,0.010999999999999954
DELTA lstm_price_sentiment__minus__lstm_price,0.0027854496530554606,,0.0005966681168241506,,-0.001777777777777756,,,,-0.002677108253934468,0.00824800756004539,-0.009232225690929581,0.01404479453387727,-0.003984779547249062,0.005731848535877449,-0.0103133553898636,0.011157188133591884,-0.011333333333333306,0.00833333333333336,-0.012000000000000012,0.008669444444444526
